#Vcirc_kms	Vcirc_err	Radius_kpc
194.58021368960806 20.41414683367715 0.512
219.2473144197063 14.699809714887763 1.535
186.7410931763165 18.865876549905394 2.558
181.08936922289746 24.001368132095763 3.581
162.2035960529667 25.791949218977237 4.604
