#Vcirc_kms	Vcirc_err	Radius_kpc
242.82918835726042 27.740754304134114 0.45
278.9306866912326 29.59968212981687 1.35
282.931194567393 39.45508521354206 2.25
227.23991190288672 60.4047640221296 3.15
